id,SalePrice
1461,119635.25617921328
1462,154417.56988166284
1463,182472.0362711675
1464,193747.05308079068
1465,198760.5592706526
1466,171789.74459687644
1467,178758.76457337578
1468,160716.33422774426
1469,194244.6328509792
1470,120439.4181234334
1471,191280.62375839707
1472,97484.97926032802
1473,95530.71886580337
1474,146579.980637378
1475,116333.18894954935
1476,363779.48277825327
1477,253912.81120513377
1478,294973.7112112724
1479,301145.41496546235
1480,461772.1609942288
1481,328522.6631890704
1482,209814.81459520437
1483,179005.66078079407
1484,163633.23645416484
1485,191896.97788347933
1486,193152.9316745444
1487,341993.59531134117
1488,237623.74130007802
1489,195244.92485205823
1490,232399.71559585878
1491,195520.65306608
1492,92367.98964442263
1493,190317.1784878969
1494,300945.36682151735
1495,293511.81365682604
1496,232476.5913311497
1497,179904.4018076338
1498,168883.7933283276
1499,164268.60205024737
1500,153850.84256287426
1501,172804.40011117456
1502,145686.358155313
1503,285262.9917921825
1504,242493.5688813571
1505,224677.63584055725
1506,187770.44118244332
1507,245292.0535405386
1508,201489.63956546984
1509,162675.13724354733
1510,144142.29372438087
1511,149331.50275847086
1512,174764.1889468768
1513,149441.87511662763
1514,159639.47319003846
1515,193699.61773093816
1516,157296.90008918033
1517,168341.36487999244
1518,132594.68991780537
1519,210912.35765287737
1520,127627.83672933758
1521,131104.2469381577
1522,177978.9476592035
1523,110774.11308906753
1524,125534.14599878408
1525,119375.29983473095
1526,113372.0245566698
1527,108139.59666105955
1528,137352.42795459589
1529,150563.07869945565
1530,185683.65115538906
1531,106063.36862701776
1532,98377.40439303861
1533,144535.0574272633
1534,126772.35907748972
1535,150297.2074066979
1536,106142.57066376878
1537,64633.887617264045
1538,153376.61619723245
1539,194603.09382467455
1540,96292.9103544528
1541,138002.11109929625
1542,142110.98086606932
1543,188442.84856267174
1544,83829.0923939949
1545,113337.94762825407
1546,134642.91347795457
1547,127368.9116783093
1548,139080.94903289096
1549,119694.2360709546
1550,136277.14550871443
1551,108518.60141732701
1552,135798.8117791048
1553,151276.3616642434
1554,116630.25126218557
1555,160132.24429479183
1556,85647.0574353637
1557,106477.75691789424
1558,99014.95080775011
1559,61797.69081604554
1560,137527.3495946894
1561,125812.19776644414
1562,130809.33364642877
1563,118337.04021104367
1564,155848.78191794615
1565,151147.36189714912
1566,236294.79046447296
1567,78418.93391269381
1568,230807.75044153634
1569,129051.26792176899
1570,138298.38644231195
1571,124957.88332152719
1572,143069.91729941178
1573,235959.15952114234
1574,121040.80068718096
1575,226973.41268905188
1576,241061.6611862035
1577,182837.4896274433
1578,148134.1387838783
1579,143690.13538756708
1580,195340.06092899598
1581,154318.9158075378
1582,125537.19907820209
1583,296371.55979173654
1584,216299.38260721802
1585,136293.27352500265
1586,66715.6354087358
1587,104684.98454532762
1588,152077.04991839058
1589,96472.46552909583
1590,134295.69642408483
1591,91708.02049009429
1592,114067.60035275432
1593,126323.52093307405
1594,122533.64381602297
1595,108979.35845855167
1596,220746.9040067678
1597,193746.02369044782
1598,226647.3012734996
1599,170909.91043001472
1600,162098.43252437623
1601,68065.27125375917
1602,114958.49709907497
1603,72191.45476420867
1604,261903.09453824442
1605,241757.67453909514
1606,168150.81008357744
1607,172876.04357998696
1608,217467.3533140526
1609,186242.21855812467
1610,150995.9635798866
1611,137937.83362164328
1612,168994.91065401112
1613,162150.53541424172
1614,127927.23467717445
1615,93614.6493498006
1616,77464.28546626236
1617,94736.52553712977
1618,125269.83221074441
1619,140401.43785989704
1620,151143.21682263887
1621,138119.5487231681
1622,141858.55835286848
1623,262873.3621442599
1624,206178.90559710423
1625,120649.59189553744
1626,171389.6532511184
1627,190103.88234445747
1628,284393.76898324
1629,183304.76612041605
1630,351051.3575458963
1631,229478.5581547224
1632,248743.33175998935
1633,175819.75441293593
1634,183437.72284668696
1635,174932.0141399898
1636,153499.7576711897
1637,198800.04367074862
1638,182067.66647577978
1639,190162.42176594163
1640,248601.86302029304
1641,184873.48203545937
1642,236651.5815484664
1643,214722.72096550502
1644,233304.63379130332
1645,193630.72048622798
1646,158450.9530109308
1647,162926.94933639013
1648,130322.67445042795
1649,139060.7878212374
1650,114789.06635148273
1651,121722.72616126579
1652,97901.2612442868
1653,99449.23077331125
1654,146428.5778795074
1655,139460.17755660915
1656,141348.40848293388
1657,148500.23735806183
1658,144642.63949751182
1659,122527.70951514515
1660,154618.6734787342
1661,419622.07039617584
1662,411033.42574615154
1663,381745.260143346
1664,447431.6175457502
1665,305415.5389473189
1666,332819.09928218677
1667,374203.729928499
1668,343934.5781910933
1669,311354.6222849523
1670,354216.81823840126
1671,258263.39789684568
1672,420761.88436067814
1673,290737.48673898843
1674,241700.50130628046
1675,192889.20732040677
1676,191842.04098502095
1677,218754.92994995767
1678,436176.3501674741
1679,390167.04807231715
1680,326788.0345687615
1681,245416.63448792673
1682,322048.85335736175
1683,181828.45357125375
1684,177120.2807948871
1685,175388.04523242987
1686,168627.14948974882
1687,174968.9215999183
1688,188479.84939383468
1689,194787.06692223807
1690,197250.6991005354
1691,185953.91039707846
1692,274643.9365033343
1693,170254.87935634144
1694,184334.71352394926
1695,169219.601335744
1696,268680.1589930109
1697,174057.91311194026
1698,352639.243717015
1699,314511.0167032407
1700,252231.45749094101
1701,273570.9296183882
1702,241722.40147238615
1703,239164.23765482756
1704,275901.7124254833
1705,235305.82662255949
1706,341942.05919468246
1707,211534.12125115588
1708,202020.4974512798
1709,263897.9298445644
1710,217152.93735009743
1711,275456.90317029995
1712,255484.75513321636
1713,274871.29034652247
1714,222698.96867759788
1715,208067.838351718
1716,185152.07013515526
1717,179248.6286788612
1718,136841.245906536
1719,206774.40103959272
1720,246086.32505326485
1721,167357.94248547073
1722,125745.1033946017
1723,155655.0326219544
1724,206658.49503098815
1725,238313.9014459551
1726,184850.24469733913
1727,152157.10386082885
1728,175269.9835378902
1729,167977.28182666883
1730,158064.79239352356
1731,121215.61762048119
1732,125706.18478562297
1733,115110.28565931544
1734,121581.75788516231
1735,126936.40380850571
1736,108939.7702644559
1737,300608.50882055133
1738,243621.88366803594
1739,243564.92336852776
1740,203792.27854237036
1741,185964.19382483055
1742,171774.7185997431
1743,179204.52118934318
1744,310226.8228919372
1745,218690.57520954715
1746,187363.67082818452
1747,215801.45522612822
1748,219097.87597890667
1749,144136.72023715707
1750,125563.08849582353
1751,251344.61519526612
1752,117169.41624040953
1753,149764.04060626525
1754,196084.7329649227
1755,164634.83612312967
1756,125365.65136100777
